university,total_score_arwu,world_rank_cat_arwu,world_rank_arwu,national_rank_arwu,n_s_arwu,hi_ci_arwu,alumni_arwu,award_arwu,pub_arwu,pcp_arwu,national_rank_kaggle,tuition_kaggle,enrollment_kaggle,city.x,state_natlib,international_students_natlib,type3_natlib,city.y,state_opendoors,international_students_opendoors,size_qs,type1_qs,city.x.x,score_qs,world_rank_qs,research_output_qs,faculty_count_qs,stu_facl_ratio_qs,international_students_qs,state,selectivity,state_top120enrollment,type1_top120enrollment,type2_top120enrollment,enrollment_top120enrollment,city.y.y,state_carnegie,basic2021_carnegie,sizeset2021_carnegie,control_carnegie,enrprofile2021_carnegie,locale_carnegie
Duke University,39.7,26,26,19,35.6,55.9,15.2,19,63.9,25.5,10,60489,6717,Durham,NC,0.09,National,NA,NA,NA,L,Private,Durham,75.2,52,Very High,5673,3,3445,NC,1,NA,NA,NA,NA,Durham,NC,15,17,2,6,11
Florida State University,NA,201-300,201,70-95,15.3,13.5,0,0,39.3,20.2,55,21683,32543,NA,NA,NA,NA,NA,NA,NA,XL,Public,Tallahassee,25,475,Very High,2236,17,1618,NA,NA,FL,Public,4-year,43569,Tallahassee,FL,15,15,1,4,12
George Mason University,NA,201-300,201,70-95,6.1,0,0,31.5,29.5,19.4,151,36579,27105,Fairfax,VA,0.05,National,NA,NA,NA,L,Public,Fairfax,NA,801-1000,Very High,2011,15,2737,NA,NA,VA,Public,4-year,38541,Fairfax,VA,15,15,1,4,21
University of Notre Dame,NA,201-300,201,70-95,14.5,16.6,12.4,0,32.8,20.8,19,58843,8874,Notre Dame,IN,0.06,National,NA,NA,NA,L,Private,Notre Dame,40.9,222,Very High,1545,8,1484,IN,1,NA,NA,NA,NA,Notre Dame,IN,15,17,2,5,21
Drexel University,NA,301-400,301,96-117,9.7,19.2,0,0,31.4,21.8,105,57136,14552,Philadelphia,PA,0.09,National,NA,NA,NA,L,Private,Philadelphia,NA,651-700,Very High,1837,11,2526,NA,NA,NA,NA,NA,NA,Philadelphia,PA,15,16,2,5,11
University of Illinois at Urbana-Champaign,35.4,41,41,28,31.8,19.2,29.6,35.8,57.8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XL,Public,Champaign,65.2,82,Very High,2748,17,9987,IL,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Florida,27,86,86,41,18.9,28.7,16.8,0,63.6,24.8,31,28658,34931,NA,NA,NA,NA,Gainesville,FL,5919,XL,Public,Gainesville,46.9,173,Very High,6222,7,4143,FL,3,FL,Public,4-year,53372,Gainesville,FL,15,16,1,5,12
University of Rochester,NA,151-200,151,59-69,17.5,13.5,27.8,7.6,39.9,17.9,35,59344,6521,Rochester,NY,0.25,National,NA,NA,NA,M,Private,Rochester,50.3,154,Very High,1853,5,3644,NY,1,NA,NA,NA,NA,Rochester,NY,15,15,2,5,12
Brandeis University,NA,201-300,201,70-95,16.4,9.6,19,12,18.7,27.8,43,60391,3493,Waltham,MA,0.2,National,NA,NA,NA,M,Private,Waltham,25.7,455,Very High,611,9,1554,MA,1,NA,NA,NA,NA,Waltham,MA,15,14,2,5,13
Medical University of South Carolina,NA,301-400,301,96-117,7.3,9.6,0,0,31.7,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Charleston,SC,27,9,1,6,12
University of Utah,NA,101-150,101,47-58,24.6,19.2,0,11.4,51.6,28.3,102,31389,24643,Salt Lake City,UT,0.06,National,NA,NA,NA,L,Public,Salt Lake City,30.9,358,Very High,3345,8,2134,NA,NA,UT,Public,4-year,33081,Salt Lake City,UT,15,16,1,5,12
Northeastern University (Boston),NA,201-300,201,70-95,18.7,13.5,0,0,33.9,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Delaware,NA,201-300,201,70-95,10.4,9.6,10.2,16.1,33.3,19,96,36880,18420,Newark,DE,0.05,National,NA,NA,NA,L,Public,Newark,NA,531-540,Very High,1272,17,2337,DE,4,NA,NA,NA,NA,Newark,DE,15,16,1,4,21
University of Houston,NA,201-300,201,70-95,12,13.5,0,0,40.1,21.5,183,27110,39165,NA,NA,NA,NA,NA,NA,NA,XL,Public,Houston,NA,701-750,Very High,1702,22,3049,NA,NA,TX,Public,4-year,47090,Houston,TX,15,15,1,4,11
University of Central Florida,NA,301-400,301,96-117,10.5,9.6,0,0,33,18,159,22467,61456,NA,NA,NA,NA,NA,NA,NA,XL,Public,Orlando,NA,751-800,Very High,2146,25,2562,FL,4,FL,Public,4-year,71881,Orlando,FL,15,15,1,4,21
University of Cincinnati,NA,301-400,301,96-117,10.7,9.6,0,0,41,15.1,160,27472,28657,Cincinnati,OH,0.05,National,NA,NA,NA,XL,Public,Cincinnati,NA,601-650,Very High,2756,11,2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Virginia University,NA,401-500,401,118-139,8,9.6,0,0,31.5,11.9,262,25320,21086,NA,NA,NA,NA,NA,NA,NA,L,Public,Morgantown,NA,801-1000,Very High,1605,15,1807,NA,NA,NA,NA,NA,NA,Morgantown,WV,15,16,1,4,13
Harvard University,100,1,1,1,100,100,100,100,100,79.6,3,55587,5222,Cambridge,MA,0.12,National,Cambridge,MA,5562,L,Private,Cambridge,98,5,Very High,4646,5,5877,MA,1,MA,PrivNp,4-year,30391,Cambridge,MA,15,17,2,6,12
University of Maine,NA,401-500,401,118-139,6.7,0,0,17,18.3,19.3,223,33586,9465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orono,ME,15,13,1,4,23
Massachusetts Institute of Technology (MIT),69.9,4,4,3,71.4,52.5,70.9,83.6,64.4,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M,Private,Cambridge,100,1,Very High,3065,4,3730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rockefeller University,37.9,30,30,22,42.4,33.2,16.8,61.4,19.5,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,NY,27,18,2,7,11
"University of California, Santa Barbara",33.4,46,46,29,28.7,30.3,14.4,38.6,40.1,37.5,NA,NA,NA,Santa Barbara,CA,0.11,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boston University,27.9,70,70,34,24.3,30.3,11.4,11.4,53.1,23.8,42,59816,16872,Boston,MA,0.22,National,Boston,MA,10646,L,Private,Boston,57,112,Very High,2642,10,8159,MA,2,MA,PrivNp,4-year,32718,Boston,MA,15,17,2,5,11
Louisiana State University - Baton Rouge,NA,301-400,301,96-117,11.2,9.6,0,0,34.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The University of Texas Southwestern Medical Center at Dallas,33,48,48,30,39.4,28.7,18.3,34,36.7,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanderbilt University,32.8,50,50,31,23,30.3,15.2,28.6,53.4,35.3,15,56966,7057,Nashville,TN,0.1,National,NA,NA,NA,L,Private,Nashville,41.7,218,Very High,4473,3,2022,TN,1,NA,NA,NA,NA,Nashville,TN,15,17,2,5,11
"University of California, Irvine",27.2,83,83,40,22.7,21.4,0,28.9,47.6,24.8,NA,NA,NA,Irvine,CA,0.15,National,NA,NA,NA,XL,Public,Irvine,40,232,Very High,2775,13,9323,NA,NA,CA,Public,4-year,36303,NA,NA,NA,NA,NA,NA,NA
The University of Texas M. D. Anderson Cancer Center,25.1,100,100,46,23,31.8,0,0,42.7,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Icahn School of Medicine at Mount Sinai,NA,101-150,101,47-58,25.8,40.6,0,0,41.2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,New York,NY,27,18,2,7,11
North Carolina State University - Raleigh,NA,151-200,151,59-69,13.5,21.4,0,0,44.7,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Massachusetts Medical School - Worcester,NA,151-200,151,59-69,23.1,9.6,0,19.7,26.6,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Nebraska - Lincoln,NA,201-300,201,70-95,12.3,19.2,16.8,0,37.4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,Public,Lincoln,NA,571-580,Very High,1953,12,2805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida International University,NA,401-500,401,118-139,6.6,9.6,0,0,32.1,17.3,163,18964,48664,Miami,FL,0.07,National,NA,NA,NA,XL,Public,Miami,NA,801-1000,High,2221,16,3575,NA,NA,FL,Public,4-year,58836,Miami,FL,15,15,1,4,21
"University of California, Los Angeles",51.2,11,11,9,44.9,55.9,29.2,46.4,73.1,32.1,NA,NA,NA,Los Angeles,CA,0.1,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,Public,4-year,44589,NA,NA,NA,NA,NA,NA,NA
Yale University,50.7,12,12,10,53.4,44.9,47.1,49.7,58.7,35.7,5,59950,4703,New Haven,CT,0.1,National,NA,NA,NA,M,Private,New Haven,90.2,14,Very High,5391,2,2537,CT,1,NA,NA,NA,NA,New Haven,CT,15,17,2,6,12
University of North Carolina at Chapel Hill,37.9,30,30,22,30.2,45.9,8.8,23.4,64.7,34.4,NA,NA,NA,Chapel Hill,NC,0.05,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,1,NC,Public,4-year,30092,Chapel Hill,NC,15,17,1,5,13
"University of Maryland, College Park",32.3,51,51,32,33.5,25.3,19,19.7,55.3,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XL,Public,College Park,49.5,158,Very High,3798,10,4659,NA,NA,MD,Public,4-year,40709,NA,NA,NA,NA,NA,NA,NA
Georgia Institute of Technology,27.5,79,79,38,24.6,38.3,12.4,0,46.6,38,38,33794,16561,Atlanta,GA,0.11,National,Atlanta,GA,5657,L,Public,Atlanta,63.5,88,Very High,1267,19,5675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of California, Santa Cruz",NA,101-150,101,47-58,29.5,40.6,0,0,29.9,38.7,NA,NA,NA,Santa Cruz,CA,0.06,National,NA,NA,NA,L,Public,Santa Cruz,31.4,347,Very High,1045,18,2130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas Tech University,NA,401-500,401,118-139,7,9.6,0,0,34.4,16.4,220,24092,33269,NA,NA,NA,NA,NA,NA,NA,XL,Public,Lubbock,NA,801-1000,High,1772,19,2196,NA,NA,TX,Public,4-year,40322,Lubbock,TX,15,15,1,4,11
University of Oklahoma - Norman,NA,401-500,401,118-139,7.6,9.6,0,0,31.3,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts Institute of Technology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,55878,4361,Cambridge,MA,0.1,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MA,1,NA,NA,NA,NA,Cambridge,MA,15,17,2,6,12
University of California--Los Angeles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,43022,31636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California--Berkeley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,44115,30980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Michigan--Ann Arbor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,53232,31329,Ann Arbor,MI,0.08,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California--Santa Barbara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,44196,23196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of North Carolina--Chapel Hill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,36776,19399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wake Forest University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,59770,5441,Winston-Salem,NC,0.09,National,NA,NA,NA,M,Private,Winston-Salem,26.9,429,Very High,2276,4,805,NC,1,NA,NA,NA,NA,Winston-Salem,NC,16,14,2,5,12
University of California--San Diego,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,44487,31842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California--Irvine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,43709,29638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California--Davis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,44408,31162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Texas at Austin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40032,40048,NA,NA,NA,NA,NA,NA,NA,XL,Public,Austin,68.4,67,Very High,2887,17,4953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
William & Mary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,46467,6236,Williamsburg,VA,0.05,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Williamsburg,VA,16,14,1,4,23
Tulane University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,60814,7700,New Orleans,LA,0.05,National,NA,NA,NA,M,Private,New Orleans,26.6,436,Very High,1733,6,1172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Wisconsin--Madison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,38608,33585,Madison,WI,0.1,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Illinois--Urbana-Champaign,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,34316,33683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,31120,29765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GA,3,GA,Public,4-year,39147,Athens,GA,15,16,1,4,12
Lehigh University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,57470,5203,Bethlehem,PA,0.08,National,NA,NA,NA,M,Private,Bethlehem,NA,531-540,Very High,540,11,1152,PA,1,NA,NA,NA,NA,Bethlehem,PA,16,13,2,4,13
Northeastern University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,57592,15156,Boston,MA,0.15,National,NA,NA,NA,L,Private,Boston,31.9,342,Very High,1723,12,7595,MA,3,NA,NA,NA,NA,Boston,MA,15,17,2,5,11
Ohio State University--Columbus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,35019,46984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pepperdine University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,59702,3459,Malibu,CA,0.09,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,3,NA,NA,NA,NA,Malibu,CA,17,14,2,6,21
Purdue University--West Lafayette,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,28794,34920,West Lafayette,IN,0.11,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Villanova University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,59900,7037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,1,NA,NA,NA,NA,Villanova,PA,16,14,2,4,21
Rensselaer Polytechnic Institute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,58526,6283,Troy,NY,0.15,National,NA,NA,NA,M,Private,Troy,26.8,431,Very High,639,12,1594,NY,1,NA,NA,NA,NA,Troy,NY,15,14,2,4,13
Santa Clara University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,55860,5608,Santa Clara,CA,0.06,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,3,NA,NA,NA,NA,Santa Clara,CA,17,14,2,5,12
Syracuse University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,57591,14479,Syracuse,NY,0.13,National,Syracuse,NY,5443,L,Private,Syracuse,NA,651-700,Very High,1374,14,3571,NY,3,NA,NA,NA,NA,Syracuse,NY,15,17,2,5,12
University of Maryland--College Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,38636,30875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Pittsburgh--Pittsburgh Campus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,34124,19197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Washington University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,59870,11762,Washington,DC,0.09,National,NA,NA,NA,L,Private,Ashburn,31.1,355,Very High,2016,11,4024,DC,1,NA,NA,NA,NA,Washington,DC,15,17,2,5,11
Pennsylvania State University--University Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,36476,39809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rutgers University--New Brunswick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,33005,35844,Piscataway,NJ,0.09,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Worcester Polytechnic Institute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,55531,4892,Worcester,MA,0.06,National,NA,NA,NA,M,Private,Worcester,NA,751-800,Very High,432,14,837,MA,2,NA,NA,NA,NA,Worcester,MA,16,13,2,4,12
Fordham University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,55776,9399,New York,NY,0.07,National,NA,NA,NA,L,Private,New York City,NA,801-1000,High,1123,13,1982,NY,3,NA,NA,NA,NA,Bronx,NY,16,17,2,5,11
Indiana University--Bloomington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,38354,32986,Bloomington,IN,0.05,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,60236,6827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Massachusetts--Amherst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,36964,24233,Amherst,MA,0.07,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Minnesota--Twin Cities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,33843,36061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baylor University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,50232,14399,NA,NA,NA,NA,NA,NA,NA,L,Private,Waco,NA,1001-1200,Very High,1294,13,777,TX,3,NA,NA,NA,NA,Waco,TX,15,16,2,4,12
Clemson University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,37712,20868,NA,NA,NA,NA,NA,NA,NA,L,Public,Clemson,NA,801-1000,Very High,1558,15,1418,SC,3,NA,NA,NA,NA,Clemson,SC,15,16,1,4,21
Loyola Marymount University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,53051,6673,Los Angeles,CA,0.1,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Angeles,CA,16,14,2,5,11
Virginia Tech,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,33253,30020,Blacksburg,VA,0.05,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
American University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,51334,7953,Washington,DC,0.1,National,NA,NA,NA,M,Private,Washington D.C.,NA,651-700,High,1091,11,1305,DC,2,NA,NA,NA,NA,Washington,DC,16,17,2,5,11
Brigham Young University--Provo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,6120,33365,Provo,UT,0.05,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gonzaga University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,48470,4852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WA,3,NA,NA,NA,NA,Spokane,WA,17,14,2,4,12
North Carolina State University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,29916,26150,NA,NA,NA,NA,Raleigh,NC,5008,L,Public,Raleigh,34.7,300,Very High,1944,15,3156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Binghamton University--SUNY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,27909,14333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado School of Mines,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,39800,5216,NA,NA,NA,NA,NA,NA,NA,M,Public,Golden,25.4,461,Very High,544,11,627,CO,3,NA,NA,NA,NA,Golden,CO,15,13,1,4,21
Elon University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,38725,6291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NC,3,NA,NA,NA,NA,Elon,NC,17,14,2,4,22
Howard University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,28916,7857,NA,NA,NA,NA,NA,NA,NA,M,Private,Washington D.C.,NA,651-700,High,1111,8,531,NA,NA,NA,NA,NA,NA,Washington,DC,16,17,2,5,11
Marquette University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,45766,8024,NA,NA,NA,NA,NA,NA,NA,M,Private,Milwaukee,NA,1001-1200,Very High,913,12,367,WI,3,NA,NA,NA,NA,Milwaukee,WI,16,17,2,5,11
Stevens Institute of Technology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,56920,3670,NA,NA,NA,NA,NA,NA,NA,M,Private,Hoboken,NA,701-750,Very High,315,20,1919,NJ,3,NA,NA,NA,NA,Hoboken,NJ,16,13,2,5,21
Texas Christian University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,51660,9704,Fort Worth,TX,0.05,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,3,NA,NA,NA,NA,Fort Worth,TX,16,17,2,4,11
University of California--Riverside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,43496,22687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stony Brook University--SUNY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,28080,18010,Stony Brook,NY,0.1,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University at Buffalo--SUNY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,28194,22306,Buffalo,NY,0.13,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California--Merced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,43319,8276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Denver,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,54819,5699,NA,NA,NA,NA,NA,NA,NA,M,Private,Denver,NA,751-800,Very High,1000,10,599,CO,4,NA,NA,NA,NA,Denver,CO,15,16,2,5,11
University of San Diego,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,52864,5529,San Diego,CA,0.06,National,NA,NA,NA,M,Private,San Diego,NA,1001-1200,High,647,12,638,CA,3,NA,NA,NA,NA,San Diego,CA,16,13,2,5,11
Auburn University,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,31956,24505,NA,NA,NA,NA,NA,NA,NA,L,Public,Auburn,NA,801-1000,Very High,1507,18,2283,NA,NA,AL,Public,4-year,30737,Auburn,AL,15,15,1,4,13
